日付,始値,高値,安値,終値,出来高,調整後終値,Unnamed: 7
2009年1月5日,9320,9340,9170,9190,477645,9190,nan
2009年1月6日,9340,9360,9180,9200,474426,9200,nan
2009年1月7日,9290,9490,9280,9390,784929,9390,nan
2009年1月8日,9160,9220,9010,9010,1065245,9010,nan
2009年1月9日,9060,9110,8930,8990,1017708,8990,nan
2009年1月13日,8660,8660,8540,8550,1102988,8550,nan
2009年1月14日,8540,8670,8510,8520,704269,8520,nan
2009年1月15日,8230,8300,8140,8200,1429322,8200,nan
2009年1月16日,8300,8430,8210,8390,698661,8390,nan
2009年1月19日,8480,8500,8360,8420,375961,8420,nan
2009年1月20日,8310,8320,8100,8210,1345642,8210,nan
2009年1月21日,7990,8160,7960,8060,823348,8060,nan
2009年1月22日,8150,8200,7960,8190,1449644,8190,nan
2009年1月23日,8090,8090,7880,7890,1513707,7890,nan
2009年1月26日,7880,7950,7730,7740,1792329,7740,nan
2009年1月27日,7970,8260,7940,8220,820651,8220,nan
2009年1月28日,8190,8330,8070,8270,675167,8270,nan
2009年1月29日,8410,8460,8280,8330,1013980,8330,nan
2009年1月30日,8190,8190,8060,8110,885125,8110,nan
2009年2月2日,7990,8110,7940,8010,725085,8010,nan
2009年2月3日,8000,8250,7930,7930,818315,7930,nan
2009年2月4日,8050,8230,8010,8160,659652,8160,nan
2009年2月5日,8090,8250,8040,8090,608944,8090,nan
2009年2月6日,8290,8330,8180,8210,1205318,8210,nan
2009年2月9日,8390,8430,8060,8070,754293,8070,nan
2009年2月10日,8250,8290,8060,8110,599183,8110,nan
2009年2月12日,7960,8010,7830,7910,1135395,7910,nan
2009年2月13日,7960,8040,7880,7910,586546,7910,nan
2009年2月16日,7880,7950,7840,7870,687780,7870,nan
2009年2月17日,7830,7860,7760,7810,817303,7810,nan
2009年2月18日,7650,7760,7620,7750,827453,7750,nan
2009年2月19日,7760,7790,7690,7700,373267,7700,nan
2009年2月20日,7700,7710,7530,7540,1126893,7540,nan
2009年2月23日,7400,7570,7350,7540,1124168,7540,nan
2009年2月24日,7350,7460,7300,7460,687924,7460,nan
2009年2月25日,7610,7630,7470,7610,749957,7610,nan
2009年2月26日,7600,7740,7570,7590,508702,7590,nan
2009年2月27日,7600,7740,7560,7720,1223176,7720,nan
2009年3月2日,7470,7520,7380,7410,1111021,7410,nan
2009年3月3日,7260,7440,7230,7360,1197098,7360,nan
2009年3月4日,7280,7470,7250,7410,745907,7410,nan
2009年3月5日,7510,7690,7480,7560,1029924,7560,nan
2009年3月6日,7370,7430,7300,7320,848636,7320,nan
2009年3月9日,7330,7380,7180,7200,997139,7200,nan
2009年3月10日,7200,7250,7170,7210,532221,7210,nan
2009年3月11日,7460,7550,7440,7530,1329281,7530,nan
2009年3月12日,7490,7500,7300,7300,527233,7300,nan
2009年3月13日,7580,7730,7580,7730,1122023,7730,nan
2009年3月16日,7770,7910,7770,7880,842447,7880,nan
2009年3月17日,7920,8130,7870,8120,1596772,8120,nan
2009年3月18日,8160,8210,8040,8110,939902,8110,nan
2009年3月19日,8150,8190,8050,8080,847221,8080,nan
2009年3月23日,8090,8400,8080,8400,1201203,8400,nan
2009年3月24日,8600,8670,8440,8610,1552229,8610,nan
2009年3月25日,8650,8710,8550,8630,717022,8630,nan
2009年3月26日,8670,8920,8610,8920,931771,8920,nan
2009年3月27日,8910,9060,8820,8820,1110297,8820,nan
2009年3月30日,8820,8860,8410,8420,712305,8420,nan
2009年3月31日,8400,8610,8280,8340,865254,8340,nan
2009年4月1日,8420,8620,8310,8590,960122,8590,nan
2009年4月2日,8770,8990,8670,8910,1641728,8910,nan
2009年4月3日,9100,9130,8920,8940,1105087,8940,nan
2009年4月6日,9150,9230,9050,9110,857520,9110,nan
2009年4月7日,9070,9130,9010,9100,550782,9100,nan
2009年4月8日,8950,8970,8790,8810,663380,8810,nan
2009年4月9日,8910,9170,8910,9150,804906,9150,nan
2009年4月10日,9300,9320,9080,9190,909065,9190,nan
2009年4月13日,9180,9260,9110,9120,415902,9120,nan
2009年4月14日,9220,9220,8980,9060,790316,9060,nan
2009年4月15日,9000,9030,8910,8960,601561,8960,nan
2009年4月16日,9110,9270,8950,8970,936872,8970,nan
2009年4月17日,9140,9190,9060,9150,698880,9150,nan
2009年4月20日,9120,9170,9040,9150,859166,9150,nan
2009年4月21日,8920,9000,8840,8980,763306,8980,nan
2009年4月22日,9020,9040,8910,9000,310989,9000,nan
2009年4月23日,9010,9100,8880,9060,461172,9060,nan
2009年4月24日,9070,9080,8920,8950,434969,8950,nan
2009年4月27日,9040,9070,8880,8960,446066,8960,nan
2009年4月28日,8930,9040,8720,8740,791673,8740,nan
2009年4月30日,8980,9090,8980,9090,914857,9090,nan
2009年5月1日,9090,9280,9060,9240,700870,9240,nan
2009年5月7日,9610,9640,9520,9570,905142,9570,nan
2009年5月8日,9610,9700,9580,9670,881073,9670,nan
2009年5月11日,9690,9730,9570,9680,484470,9680,nan
2009年5月12日,9580,9620,9530,9560,427761,9560,nan
2009年5月13日,9560,9610,9500,9590,203282,9590,nan
2009年5月14日,9390,9390,9280,9340,791324,9340,nan
2009年5月15日,9390,9500,9380,9500,499414,9500,nan
2009年5月18日,9340,9340,9220,9320,676734,9320,nan
2009年5月19日,9570,9570,9490,9520,428746,9520,nan
2009年5月20日,9600,9640,9540,9550,475859,9550,nan
2009年5月21日,9520,9520,9410,9520,439582,9520,nan
2009年5月22日,9350,9500,9340,9470,397925,9470,nan
2009年5月25日,9490,9630,9490,9550,461619,9550,nan
2009年5月26日,9600,9610,9460,9570,382853,9570,nan
2009年5月27日,9680,9730,9630,9640,437949,9640,nan
2009年5月28日,9590,9730,9580,9690,382624,9690,nan
2009年5月29日,9750,9750,9670,9730,436598,9730,nan
2009年6月1日,9750,9940,9720,9930,526132,9930,nan
2009年6月2日,10040,10050,9930,9950,697455,9950,nan
2009年6月3日,9960,10010,9950,9990,434772,9990,nan
2009年6月4日,9910,9980,9880,9910,421293,9910,nan
2009年6月5日,10000,10010,9960,10000,341547,10000,nan
2009年6月8日,10050,10150,10050,10090,768366,10090,nan
2009年6月9日,10080,10100,9990,10020,348676,10020,nan
2009年6月10日,10070,10230,10050,10230,651894,10230,nan
2009年6月11日,10240,10260,10190,10240,492016,10240,nan
2009年6月12日,10250,10400,10250,10370,820734,10370,nan
2009年6月15日,10350,10360,10260,10280,395378,10280,nan
2009年6月16日,10120,10150,9990,10010,656585,10010,nan
2009年6月17日,9960,10080,9940,10070,1105683,10070,nan
2009年6月18日,10000,10000,9880,9960,386839,9960,nan
2009年6月19日,9990,10060,9930,10000,508625,10000,nan
2009年6月22日,10020,10130,10000,10060,302051,10060,nan
2009年6月23日,9870,9880,9740,9780,526470,9780,nan
2009年6月24日,9830,9860,9770,9820,224518,9820,nan
2009年6月25日,9870,10110,9850,10020,498955,10020,nan
2009年6月26日,10100,10140,10030,10140,421491,10140,nan
2009年6月29日,10130,10180,9980,10050,582000,10050,nan
2009年6月30日,10160,10240,10150,10180,492306,10180,nan
2009年7月1日,10110,10320,10090,10150,814798,10150,nan
2009年7月2日,10200,10230,10100,10120,425287,10120,nan
2009年7月3日,9770,9880,9730,9860,780440,9860,nan
2009年7月6日,9780,9810,9690,9710,297599,9710,nan
2009年7月7日,9750,9770,9660,9690,338359,9690,nan
2009年7月8日,9580,9590,9450,9450,573347,9450,nan
2009年7月9日,9380,9430,9320,9330,587290,9330,nan
2009年7月10日,9400,9420,9290,9300,329523,9300,nan
2009年7月13日,9270,9380,9070,9080,514873,9080,nan
2009年7月14日,9280,9330,9210,9300,282904,9300,nan
2009年7月15日,9380,9380,9290,9310,337710,9310,nan
2009年7月16日,9510,9530,9350,9360,273938,9360,nan
2009年7月17日,9440,9460,9390,9420,159302,9420,nan
2009年7月21日,9590,9690,9540,9680,449690,9680,nan
2009年7月22日,9670,9790,9640,9750,522212,9750,nan
2009年7月23日,9730,9900,9730,9830,347161,9830,nan
2009年7月24日,9970,9990,9890,9960,679303,9960,nan
2009年7月27日,10060,10210,10060,10100,724014,10100,nan
2009年7月28日,10170,10170,10080,10110,298812,10110,nan
2009年7月29日,10070,10200,10050,10160,470896,10160,nan
2009年7月30日,10190,10240,10100,10220,459440,10220,nan
2009年7月31日,10340,10410,10290,10410,827469,10410,nan
2009年8月3日,10400,10420,10350,10380,354400,10380,nan
2009年8月4日,10500,10520,10390,10420,381866,10420,nan
2009年8月5日,10460,10460,10270,10290,276082,10290,nan
2009年8月6日,10300,10470,10300,10430,449109,10430,nan
2009年8月7日,10420,10460,10290,10460,338829,10460,nan
2009年8月10日,10580,10630,10520,10590,481478,10590,nan
2009年8月11日,10560,10630,10550,10610,313718,10610,nan
2009年8月12日,10510,10560,10470,10470,298870,10470,nan
2009年8月13日,10560,10590,10520,10550,214139,10550,nan
2009年8月14日,10560,10670,10560,10630,371049,10630,nan
2009年8月17日,10540,10550,10280,10280,532705,10280,nan
2009年8月18日,10220,10350,10210,10330,435684,10330,nan
2009年8月19日,10330,10360,10220,10240,355229,10240,nan
2009年8月20日,10290,10440,10230,10380,252124,10380,nan
2009年8月21日,10420,10420,10170,10300,290004,10300,nan
2009年8月24日,10490,10630,10490,10580,687509,10580,nan
2009年8月25日,10560,10610,10500,10540,379295,10540,nan
2009年8月26日,10580,10710,10560,10680,526079,10680,nan
2009年8月27日,10610,10620,10430,10540,669179,10540,nan
2009年8月28日,10590,10610,10500,10550,386601,10550,nan
2009年8月31日,10650,10800,10460,10510,1059471,10510,nan
2009年9月1日,10500,10620,10480,10530,552503,10530,nan
2009年9月2日,10340,10340,10250,10340,908128,10340,nan
2009年9月3日,10290,10330,10210,10230,483632,10230,nan
2009年9月4日,10290,10300,10180,10200,1321138,10200,nan
2009年9月7日,10340,10360,10310,10340,302891,10340,nan
2009年9月8日,10390,10440,10340,10440,231554,10440,nan
2009年9月9日,10400,10430,10280,10380,276555,10380,nan
2009年9月10日,10410,10560,10410,10560,676536,10560,nan
2009年9月11日,10530,10560,10440,10480,502103,10480,nan
2009年9月14日,10420,10430,10210,10270,603597,10270,nan
2009年9月15日,10310,10340,10220,10260,424918,10260,nan
2009年9月16日,10300,10430,10270,10300,548195,10300,nan
2009年9月17日,10430,10470,10380,10460,287237,10460,nan
2009年9月18日,10410,10440,10330,10430,526955,10430,nan
2009年9月24日,10440,10600,10420,10540,575379,10540,nan
2009年9月25日,10420,10440,10310,10390,521650,10390,nan
2009年9月28日,10170,10170,10050,10100,1044342,10100,nan
2009年9月29日,10220,10220,10140,10160,605681,10160,nan
2009年9月30日,10190,10230,10150,10190,362337,10190,nan
2009年10月1日,10120,10160,10040,10060,257573,10060,nan
2009年10月2日,9880,9880,9790,9820,535137,9820,nan
2009年10月5日,9810,9850,9750,9760,410492,9760,nan
2009年10月6日,9830,9840,9710,9750,324608,9750,nan
2009年10月7日,9850,9910,9830,9890,240764,9890,nan
2009年10月8日,9870,9940,9830,9930,306262,9930,nan
2009年10月9日,9950,10090,9930,10090,508047,10090,nan
2009年10月13日,10120,10200,10110,10150,334353,10150,nan
2009年10月14日,10190,10200,10100,10150,266568,10150,nan
2009年10月15日,10280,10360,10280,10320,660034,10320,nan
2009年10月16日,10380,10390,10300,10330,400920,10330,nan
2009年10月19日,10250,10360,10210,10330,410336,10330,nan
2009年10月20日,10430,10450,10400,10430,659767,10430,nan
2009年10月21日,10370,10440,10370,10410,412809,10410,nan
2009年10月22日,10330,10370,10240,10350,515303,10350,nan
2009年10月23日,10420,10460,10360,10370,423573,10370,nan
2009年10月26日,10350,10490,10340,10450,501560,10450,nan
2009年10月27日,10360,10390,10290,10330,423033,10330,nan
2009年10月28日,10270,10310,10150,10170,680670,10170,nan
2009年10月29日,9970,10020,9940,9960,730735,9960,nan
2009年10月30日,10140,10140,10060,10090,714693,10090,nan
2009年11月2日,9810,9920,9800,9920,1177547,9920,nan
2009年11月4日,9880,9930,9850,9910,381460,9910,nan
2009年11月5日,9880,9910,9770,9790,542766,9790,nan
2009年11月6日,9920,9940,9850,9870,564155,9870,nan
2009年11月9日,9850,9940,9810,9880,246698,9880,nan
2009年11月10日,10000,10070,9940,9960,565379,9960,nan
2009年11月11日,10000,10040,9930,9970,314878,9970,nan
2009年11月12日,10030,10040,9870,9870,200296,9870,nan
2009年11月13日,9890,9900,9800,9840,368574,9840,nan
2009年11月16日,9880,9890,9810,9880,316116,9880,nan
2009年11月17日,9950,9950,9800,9810,297302,9810,nan
2009年11月18日,9830,9880,9720,9750,360651,9750,nan
2009年11月19日,9750,9780,9580,9640,639733,9640,nan
2009年11月20日,9540,9600,9510,9580,344017,9580,nan
2009年11月24日,9600,9600,9480,9480,621898,9480,nan
2009年11月25日,9450,9540,9450,9530,549769,9530,nan
2009年11月26日,9440,9550,9400,9480,565503,9480,nan
2009年11月27日,9280,9320,9150,9150,1056023,9150,nan
2009年11月30日,9300,9440,9270,9420,920771,9420,nan
2009年12月1日,9320,9650,9310,9630,1012775,9630,nan
2009年12月2日,9620,9730,9590,9700,593442,9700,nan
2009年12月3日,9840,10060,9830,10030,1203965,10030,nan
2009年12月4日,10100,10110,9980,10090,737713,10090,nan
2009年12月7日,10230,10300,10180,10240,998437,10240,nan
2009年12月8日,10160,10230,10150,10200,777151,10200,nan
2009年12月9日,10110,10140,10070,10090,565464,10090,nan
2009年12月10日,10040,10130,9910,9910,560248,9910,nan
2009年12月11日,10060,10190,10000,10190,672034,10190,nan
2009年12月14日,10200,10210,10090,10190,363722,10190,nan
2009年12月15日,10140,10200,10110,10160,193773,10160,nan
2009年12月16日,10260,10330,10200,10260,538484,10260,nan
2009年12月17日,10310,10350,10240,10240,595612,10240,nan
2009年12月18日,10190,10250,10110,10240,407978,10240,nan
2009年12月21日,10300,10300,10270,10280,141312,10280,nan
2009年12月22日,10350,10470,10320,10450,681371,10450,nan
2009年12月24日,10560,10650,10540,10600,660115,10600,nan
2009年12月25日,10610,10620,10560,10600,294262,10600,nan
2009年12月28日,10620,10760,10610,10710,439759,10710,nan
2009年12月29日,10700,10800,10690,10730,340463,10730,nan
2009年12月30日,10800,10810,10620,10640,302136,10640,nan
2010年1月4日,10680,10790,10680,10750,466774,10750,nan
2010年1月5日,10880,10890,10750,10780,463495,10780,nan
2010年1月6日,10820,10870,10750,10810,442235,10810,nan
2010年1月7日,10840,10870,10730,10780,458098,10780,nan
2010年1月8日,10870,10920,10760,10910,697940,10910,nan
2010年1月12日,10870,11000,10850,11000,445820,11000,nan
2010年1月13日,10880,10950,10810,10810,498776,10810,nan
2010年1月14日,10900,11000,10870,11000,448870,11000,nan
2010年1月15日,11020,11080,10960,11060,439640,11060,nan
2010年1月18日,10950,10980,10870,10930,819275,10930,nan
2010年1月19日,10950,10970,10840,10860,523118,10860,nan
2010年1月20日,10960,10960,10800,10800,591605,10800,nan
2010年1月21日,10780,10980,10740,10950,841468,10950,nan
2010年1月22日,10740,10760,10610,10690,1180879,10690,nan
2010年1月25日,10500,10650,10500,10600,436868,10600,nan
2010年1月26日,10600,10660,10420,10440,628662,10440,nan
2010年1月27日,10440,10470,10340,10350,507521,10350,nan
2010年1月28日,10430,10560,10390,10520,489322,10520,nan
2010年1月29日,10360,10430,10250,10260,544023,10260,nan
2010年2月1日,10310,10320,10220,10300,472393,10300,nan
2010年2月2日,10410,10490,10400,10460,337168,10460,nan
